employee_id,name,department,job_title,location,annual_salary_inr,years_experience,age,status,performance_rating,projects_completed,joining_year,manager_name,employment_type,primary_skills
10167,Simran Joshi,Marketing,Marketing Analyst,Mumbai,913625,10.4,45,Notice Period,Needs Improvement,4,2014,Dev Singh,Full Time,"Machine Learning, Python, Scikit-learn"
10168,Shreya Kulkarni,Technology,ML Engineer,Delhi,1837777,2.8,37,Active,Excellent,8,2014,Naina Iyer,Full Time,"Risk Analysis, Excel, SQL"
10169,Nikhil Gupta,Analytics,Data Analyst,Delhi,1551132,5.3,33,Active,Needs Improvement,1,2015,Shreya Rao,Full Time,"Python, PySpark, AWS"
10170,Kabir Rao,Data Engineering,Senior Data Engineer,Bengaluru,1675377,5.3,36,On Leave,Excellent,5,2012,Meera Rao,Full Time,"SQL, Power BI, Excel"
10171,Aarav Gupta,Product,Associate Product Manager,Bengaluru,1006802,14.6,35,Active,Meets Expectations,8,2017,Riya Mehta,Full Time,"Python, SQL, Pandas"
10172,Dev Kapoor,Sales,Sales Manager,Gurugram,677281,12.1,23,Active,Needs Improvement,1,2024,Dev Desai,Full Time,"Java, Spring Boot, SQL"
10173,Ananya Nair,Product,Product Manager,Bengaluru,2111365,14.0,58,Notice Period,Good,6,2013,Ananya Kapoor,Full Time,"Risk Analysis, Excel, SQL"
10174,Harsh Singh,Analytics,Senior Data Analyst,Chennai,2108055,12.2,29,On Leave,Excellent,5,2025,Tanvi Rao,Full Time,"Data Governance, SQL, Collibra"
10175,Siddharth Desai,Data Engineering,Data Engineer,Bengaluru,1591156,6.3,25,Active,Excellent,8,2012,Neha Patel,Full Time,"Python, SQL, Pandas"
10176,Rohan Rao,Cybersecurity,IAM Analyst,Kolkata,807823,2.7,58,Notice Period,Meets Expectations,3,2024,Kabir Desai,Full Time,"Excel, SQL, Tableau"
10177,Varun Gupta,Finance,Finance Manager,Delhi,1681067,8.8,29,Active,Very Good,2,2017,Kabir Desai,Full Time,"SQL, Power BI, Excel"
10178,Nikhil Desai,Data Engineering,Data Platform Engineer,Kolkata,648167,6.4,52,Active,Needs Improvement,7,2012,Meera Sharma,Full Time,"Excel, SQL, Tableau"
10179,Vikram Desai,Operations,Program Coordinator,Bengaluru,1257364,1.3,41,Active,Needs Improvement,3,2025,Arjun Verma,Full Time,"Excel, SQL, Tableau"
10180,Ananya Nair,Product,Product Analyst,Kolkata,1506739,8.5,55,Active,Meets Expectations,5,2020,Vikram Shah,Full Time,"Python, SQL, Pandas"
10181,Yash Mehta,Finance,FP&A Analyst,Delhi,1104993,5.2,56,Active,Excellent,1,2012,Karan Gupta,Full Time,"SQL, Power BI, Excel"
10182,Rohan Kapoor,Marketing,Growth Analyst,Bengaluru,1539224,1.6,42,Active,Excellent,5,2017,Pooja Iyer,Full Time,"LLM, RAG, LangChain, Python"
10183,Aarav Mehta,Human Resources,People Operations Analyst,Noida,1451308,7.7,25,Active,Meets Expectations,2,2015,Dev Mehta,Full Time,"Excel, SQL, Tableau"
10184,Aditya Shah,Analytics,Business Analyst,Pune,1722902,11.5,53,Active,Very Good,3,2026,Kavya Gupta,Contract,"SQL, Power BI, Excel"
10185,Kavya Khan,Data Engineering,ETL Developer,Gurugram,1475850,6.0,41,Active,Good,7,2016,Varun Rao,Contract,"Java, Spring Boot, SQL"
10186,Meera Kulkarni,Data Engineering,Data Engineer,Hyderabad,558466,13.8,46,Active,Good,7,2022,Aditya Shah,Contract,"Data Governance, SQL, Collibra"
10187,Aarav Kapoor,Cybersecurity,IAM Analyst,Hyderabad,2350972,2.7,31,Active,Needs Improvement,8,2011,Meera Desai,Full Time,"Data Governance, SQL, Collibra"
10188,Rohan Sharma,Marketing,Growth Analyst,Hyderabad,2160794,8.5,44,Active,Excellent,7,2024,Aditya Nair,Contract,"Data Governance, SQL, Collibra"
10189,Nikhil Kulkarni,Analytics,Data Analyst,Hyderabad,1488387,1.2,44,Active,Good,2,2024,Vikram Patel,Full Time,"Excel, SQL, Tableau"
10190,Dev Joshi,Analytics,Senior Data Analyst,Delhi,1843927,6.8,40,Active,Good,8,2013,Harsh Sharma,Contract,"Data Governance, SQL, Collibra"
10191,Aarav Rao,Technology,Software Engineer,Chennai,630751,4.9,35,Active,Meets Expectations,2,2014,Siddharth Kulkarni,Full Time,"AWS, Docker, Kubernetes"
10192,Nikhil Iyer,Finance,Finance Manager,Hyderabad,794395,13.1,31,Active,Needs Improvement,2,2023,Aarav Gupta,Contract,"Java, Spring Boot, SQL"
10193,Naina Sharma,Analytics,BI Analyst,Pune,714828,9.7,39,Notice Period,Very Good,4,2020,Riya Singh,Contract,"Machine Learning, Python, Scikit-learn"
10194,Naina Nair,Data Engineering,Senior Data Engineer,Kolkata,1872715,5.7,35,On Leave,Very Good,5,2024,Meera Joshi,Contract,"Machine Learning, Python, Scikit-learn"
10195,Simran Iyer,Cybersecurity,Security Analyst,Mumbai,1667378,5.3,45,Notice Period,Excellent,2,2014,Simran Singh,Full Time,"SQL, Power BI, Excel"
10196,Isha Kapoor,Technology,AI Engineer,Mumbai,2317141,0.8,24,Active,Excellent,5,2019,Aarav Verma,Full Time,"Python, SQL, Pandas"
10197,Yash Mehta,Sales,Business Development Executive,Gurugram,2103484,6.0,48,Notice Period,Very Good,2,2024,Sneha Khan,Full Time,"Data Governance, SQL, Collibra"
10198,Tanvi Rao,Operations,Process Analyst,Chennai,1151495,4.9,30,Active,Good,3,2012,Rohan Sharma,Full Time,"Java, Spring Boot, SQL"
10199,Riya Iyer,Product,Product Analyst,Pune,1286882,0.9,31,On Leave,Meets Expectations,1,2026,Ananya Iyer,Contract,"Java, Spring Boot, SQL"
10200,Arjun Sharma,Data Engineering,Data Engineer,Hyderabad,952779,4.3,37,Active,Meets Expectations,4,2023,Manish Verma,Full Time,"AWS, Docker, Kubernetes"
10201,Simran Kapoor,Marketing,Marketing Specialist,Ahmedabad,1710095,7.0,31,Active,Very Good,1,2019,Siddharth Gupta,Full Time,"LLM, RAG, LangChain, Python"
10202,Karan Kapoor,Human Resources,HR Manager,Mumbai,544305,10.4,28,Notice Period,Very Good,2,2021,Priya Rao,Full Time,"Risk Analysis, Excel, SQL"
10203,Pooja Khan,Human Resources,HR Analyst,Hyderabad,1319852,11.7,57,Active,Meets Expectations,3,2018,Isha Sharma,Full Time,"Java, Spring Boot, SQL"
10204,Aditi Kapoor,Marketing,Marketing Specialist,Noida,1856451,1.8,57,Active,Needs Improvement,5,2026,Meera Kulkarni,Contract,"Risk Analysis, Excel, SQL"
10205,Siddharth Verma,Technology,ML Engineer,Chennai,763204,2.3,21,Active,Good,8,2019,Sneha Joshi,Full Time,"Python, SQL, Pandas"
10206,Riya Patel,Data Engineering,Senior Data Engineer,Hyderabad,2026919,14.8,32,Notice Period,Good,7,2020,Vikram Nair,Full Time,"Excel, SQL, Tableau"
10207,Harsh Iyer,Human Resources,HR Manager,Bengaluru,2100766,1.3,47,Active,Meets Expectations,5,2026,Naina Patel,Full Time,"Machine Learning, Python, Scikit-learn"
10208,Shreya Patel,Technology,Backend Developer,Chennai,1835593,4.4,32,Active,Excellent,7,2024,Rahul Patel,Full Time,"Java, Spring Boot, SQL"
10209,Yash Kulkarni,Product,Product Manager,Delhi,755153,3.5,26,On Leave,Excellent,3,2016,Arjun Patel,Contract,"Risk Analysis, Excel, SQL"
10210,Rohan Kapoor,Technology,AI Engineer,Gurugram,2025244,4.7,49,Active,Needs Improvement,8,2017,Dev Singh,Full Time,"Machine Learning, Python, Scikit-learn"
10211,Pooja Singh,Product,Product Manager,Pune,786644,13.6,50,Active,Needs Improvement,8,2022,Vikram Verma,Full Time,"AWS, Docker, Kubernetes"
10212,Isha Nair,Human Resources,HR Manager,Delhi,1328965,1.5,39,Active,Good,6,2013,Isha Singh,Full Time,"Machine Learning, Python, Scikit-learn"
10213,Simran Kapoor,Marketing,Digital Marketing Manager,Ahmedabad,1112429,11.7,54,Notice Period,Excellent,3,2018,Isha Iyer,Full Time,"SQL, Power BI, Excel"
10214,Kavya Desai,Marketing,Digital Marketing Manager,Pune,529836,6.7,32,Active,Excellent,7,2025,Ananya Shah,Contract,"SQL, Power BI, Excel"
10215,Aditi Joshi,Marketing,Growth Analyst,Delhi,985902,11.4,33,Active,Good,1,2012,Riya Iyer,Contract,"SQL, Power BI, Excel"
10216,Aarav Gupta,Human Resources,HR Analyst,Ahmedabad,1564570,9.7,35,Active,Needs Improvement,6,2025,Meera Kapoor,Contract,"LLM, RAG, LangChain, Python"
10217,Kavya Sharma,Human Resources,People Operations Analyst,Kolkata,1391560,10.9,39,Active,Needs Improvement,8,2013,Riya Sharma,Full Time,"Risk Analysis, Excel, SQL"
10218,Kabir Kapoor,Operations,Operations Analyst,Pune,848946,14.8,21,Active,Good,6,2022,Siddharth Nair,Contract,"Machine Learning, Python, Scikit-learn"
10219,Dev Rao,Finance,FP&A Analyst,Gurugram,1679200,11.5,26,Active,Very Good,6,2023,Tanvi Patel,Contract,"AWS, Docker, Kubernetes"
10220,Aditya Rao,Product,Associate Product Manager,Bengaluru,1969875,5.0,45,Notice Period,Needs Improvement,3,2026,Meera Iyer,Full Time,"LLM, RAG, LangChain, Python"
10221,Siddharth Sharma,Cybersecurity,Security Engineer,Ahmedabad,2028119,6.7,21,Active,Meets Expectations,2,2018,Aarav Singh,Full Time,"Java, Spring Boot, SQL"
10222,Meera Patel,Marketing,Marketing Analyst,Hyderabad,1111944,12.7,25,On Leave,Excellent,8,2020,Kabir Khan,Full Time,"Risk Analysis, Excel, SQL"
10223,Ananya Nair,Cybersecurity,Security Engineer,Hyderabad,2323098,5.9,57,Notice Period,Needs Improvement,1,2011,Nikhil Gupta,Full Time,"Risk Analysis, Excel, SQL"
10224,Riya Desai,Finance,Risk Analyst,Ahmedabad,605127,5.6,57,Active,Very Good,1,2015,Sneha Sharma,Contract,"Risk Analysis, Excel, SQL"
10225,Kabir Nair,Human Resources,HR Analyst,Mumbai,1387948,5.5,25,Active,Meets Expectations,1,2026,Yash Nair,Full Time,"SQL, Power BI, Excel"
10226,Ananya Kulkarni,Analytics,Senior Data Analyst,Kolkata,1061968,11.1,58,Active,Needs Improvement,4,2017,Kabir Singh,Full Time,"SQL, Power BI, Excel"
10227,Riya Joshi,Finance,Risk Analyst,Gurugram,2292615,8.8,27,Active,Needs Improvement,4,2011,Isha Joshi,Contract,"Data Governance, SQL, Collibra"
10228,Neha Joshi,Data Engineering,Data Platform Engineer,Pune,670371,10.9,49,On Leave,Needs Improvement,3,2015,Arjun Kulkarni,Full Time,"Python, SQL, Pandas"
10229,Aditya Patel,Human Resources,HR Manager,Ahmedabad,2034953,14.2,56,Active,Meets Expectations,8,2014,Nikhil Iyer,Contract,"Risk Analysis, Excel, SQL"
10230,Rohan Kulkarni,Product,Product Analyst,Delhi,1201978,7.7,52,Active,Very Good,6,2016,Siddharth Patel,Full Time,"Machine Learning, Python, Scikit-learn"
10231,Neha Kapoor,Finance,Risk Analyst,Noida,902603,6.6,28,Active,Very Good,5,2019,Siddharth Nair,Full Time,"Python, SQL, Pandas"
10232,Shreya Gupta,Product,Product Operations Analyst,Bengaluru,1091694,11.6,53,Active,Good,7,2015,Vikram Joshi,Contract,"AWS, Docker, Kubernetes"
10233,Nikhil Nair,Technology,ML Engineer,Chennai,1993258,0.8,52,Notice Period,Needs Improvement,2,2019,Meera Singh,Contract,"Python, PySpark, AWS"
10234,Simran Sharma,Sales,Account Executive,Bengaluru,1165750,11.6,29,On Leave,Good,3,2026,Harsh Desai,Contract,"SQL, Power BI, Excel"
10235,Varun Gupta,Operations,Program Coordinator,Ahmedabad,1875013,7.7,26,Active,Excellent,6,2016,Pooja Iyer,Full Time,"LLM, RAG, LangChain, Python"
10236,Aarav Patel,Product,Product Operations Analyst,Gurugram,967236,7.7,48,On Leave,Needs Improvement,1,2024,Manish Iyer,Contract,"Risk Analysis, Excel, SQL"
10237,Varun Kulkarni,Product,Associate Product Manager,Noida,2099204,6.5,56,Active,Good,8,2016,Varun Desai,Full Time,"Data Governance, SQL, Collibra"
10238,Aditya Kulkarni,Cybersecurity,IAM Analyst,Ahmedabad,2343506,5.1,47,Notice Period,Excellent,8,2022,Aarav Joshi,Full Time,"Machine Learning, Python, Scikit-learn"
10239,Ananya Kapoor,Sales,Business Development Executive,Noida,597704,5.7,23,Active,Needs Improvement,8,2023,Kavya Gupta,Full Time,"Python, SQL, Pandas"
10240,Ananya Gupta,Cybersecurity,Cybersecurity Engineer,Bengaluru,2029606,2.8,45,Active,Meets Expectations,8,2026,Kavya Joshi,Contract,"SQL, Power BI, Excel"
10241,Harsh Nair,Data Engineering,ETL Developer,Kolkata,950854,3.9,34,Active,Meets Expectations,7,2019,Riya Singh,Contract,"Risk Analysis, Excel, SQL"
10242,Simran Verma,Data Engineering,ETL Developer,Noida,624805,1.1,46,On Leave,Meets Expectations,7,2012,Neha Kapoor,Full Time,"Python, SQL, Pandas"
10243,Riya Shah,Marketing,Growth Analyst,Ahmedabad,2212519,4.2,39,Active,Very Good,1,2015,Yash Singh,Full Time,"Java, Spring Boot, SQL"
10244,Arjun Singh,Technology,Software Engineer,Ahmedabad,1915660,2.3,36,Active,Very Good,7,2024,Manish Rao,Full Time,"Python, PySpark, AWS"
10245,Karan Mehta,Human Resources,HR Manager,Pune,1912822,0.6,47,On Leave,Good,7,2013,Meera Desai,Full Time,"SQL, Power BI, Excel"
10246,Naina Iyer,Finance,Finance Manager,Delhi,2388146,8.7,29,Active,Excellent,3,2016,Manish Sharma,Full Time,"Excel, SQL, Tableau"
10247,Dev Patel,Analytics,Data Analyst,Kolkata,2399527,11.6,29,Notice Period,Good,3,2016,Priya Sharma,Contract,"Data Governance, SQL, Collibra"
10248,Maya Kapoor,Marketing,Growth Analyst,Gurugram,2381457,2.5,28,On Leave,Very Good,8,2015,Kavya Khan,Full Time,"LLM, RAG, LangChain, Python"
10249,Siddharth Patel,Analytics,Business Analyst,Hyderabad,857432,2.6,45,On Leave,Meets Expectations,4,2024,Arjun Khan,Contract,"Java, Spring Boot, SQL"
10250,Arjun Gupta,Marketing,Marketing Specialist,Gurugram,1910926,4.1,33,Active,Good,1,2014,Nikhil Kulkarni,Full Time,"Python, SQL, Pandas"
10251,Isha Rao,Marketing,Growth Analyst,Noida,1906539,6.6,56,Active,Needs Improvement,2,2025,Pooja Singh,Contract,"SQL, Power BI, Excel"
10252,Maya Singh,Data Engineering,ETL Developer,Delhi,1660982,12.5,30,On Leave,Excellent,5,2022,Sneha Patel,Contract,"Python, SQL, Pandas"
10253,Kavya Iyer,Finance,FP&A Analyst,Ahmedabad,2287749,8.2,42,Active,Excellent,8,2024,Tanvi Khan,Full Time,"Data Governance, SQL, Collibra"
10254,Ananya Nair,Data Engineering,Senior Data Engineer,Ahmedabad,965403,2.5,28,Active,Excellent,5,2023,Aditi Iyer,Contract,"AWS, Docker, Kubernetes"
10255,Nikhil Gupta,Data Engineering,ETL Developer,Delhi,1223826,12.2,58,Active,Very Good,7,2017,Isha Kulkarni,Full Time,"Data Governance, SQL, Collibra"
10256,Varun Kulkarni,Sales,Business Development Executive,Kolkata,2126394,7.3,49,Active,Meets Expectations,7,2020,Varun Kulkarni,Full Time,"Machine Learning, Python, Scikit-learn"
10257,Siddharth Desai,Cybersecurity,Cybersecurity Engineer,Mumbai,744839,3.7,35,On Leave,Good,5,2015,Maya Verma,Full Time,"SQL, Power BI, Excel"
10258,Siddharth Mehta,Operations,Operations Analyst,Kolkata,1045768,6.1,48,Active,Good,8,2017,Vikram Singh,Contract,"Java, Spring Boot, SQL"
10259,Rahul Joshi,Product,Associate Product Manager,Chennai,1157975,12.8,57,Active,Excellent,4,2012,Naina Gupta,Contract,"LLM, RAG, LangChain, Python"
10260,Meera Mehta,Analytics,Senior Data Analyst,Pune,1060994,7.3,25,Notice Period,Excellent,4,2022,Vikram Joshi,Contract,"Python, PySpark, AWS"
10261,Harsh Sharma,Marketing,Marketing Analyst,Pune,451540,8.5,42,Active,Needs Improvement,2,2021,Sneha Iyer,Full Time,"Excel, SQL, Tableau"
10262,Manish Mehta,Cybersecurity,Security Engineer,Bengaluru,2123661,13.9,39,Notice Period,Meets Expectations,2,2011,Simran Nair,Full Time,"Data Governance, SQL, Collibra"
10263,Meera Desai,Human Resources,People Operations Analyst,Mumbai,977156,1.9,45,Active,Needs Improvement,7,2017,Riya Rao,Full Time,"LLM, RAG, LangChain, Python"
10264,Siddharth Patel,Cybersecurity,IAM Analyst,Bengaluru,1633991,9.3,23,Active,Needs Improvement,8,2023,Tanvi Singh,Contract,"LLM, RAG, LangChain, Python"
10265,Aditi Sharma,Sales,Business Development Executive,Kolkata,2208759,8.9,29,Active,Excellent,4,2024,Naina Rao,Full Time,"AWS, Docker, Kubernetes"
10266,Isha Rao,Finance,Financial Analyst,Noida,2124673,9.1,46,Active,Good,8,2023,Meera Rao,Contract,"Excel, SQL, Tableau"
10267,Maya Desai,Human Resources,People Operations Analyst,Hyderabad,1956552,4.7,25,On Leave,Needs Improvement,1,2025,Dev Kulkarni,Full Time,"Python, PySpark, AWS"
10268,Aarav Iyer,Product,Product Analyst,Bengaluru,2100020,4.0,50,Active,Good,5,2023,Manish Desai,Contract,"Excel, SQL, Tableau"
10269,Maya Patel,Data Engineering,Senior Data Engineer,Bengaluru,1394639,3.1,21,Active,Meets Expectations,6,2020,Maya Desai,Contract,"Python, SQL, Pandas"
10270,Priya Desai,Data Engineering,Data Engineer,Chennai,1328427,3.5,50,Active,Meets Expectations,5,2013,Kavya Iyer,Full Time,"Data Governance, SQL, Collibra"
10271,Meera Shah,Operations,Operations Manager,Kolkata,1887751,6.2,25,Active,Very Good,8,2025,Aarav Singh,Contract,"Java, Spring Boot, SQL"
10272,Priya Kulkarni,Product,Associate Product Manager,Kolkata,1376071,12.8,33,Active,Good,4,2025,Vikram Kulkarni,Full Time,"LLM, RAG, LangChain, Python"
10273,Nikhil Kapoor,Human Resources,Talent Partner,Kolkata,820359,11.3,38,On Leave,Good,2,2022,Harsh Kulkarni,Full Time,"AWS, Docker, Kubernetes"
10274,Neha Kulkarni,Analytics,Senior Data Analyst,Mumbai,2024559,7.8,39,Active,Good,2,2019,Ananya Shah,Contract,"Excel, SQL, Tableau"
10275,Meera Singh,Finance,Financial Analyst,Pune,2113800,15.0,27,Active,Meets Expectations,8,2017,Pooja Singh,Full Time,"Machine Learning, Python, Scikit-learn"
10276,Rohan Iyer,Data Engineering,Senior Data Engineer,Bengaluru,2333249,1.5,52,Active,Good,1,2012,Kavya Rao,Full Time,"AWS, Docker, Kubernetes"
10277,Kabir Kapoor,Product,Product Analyst,Mumbai,2397712,4.2,34,Notice Period,Very Good,2,2016,Aarav Shah,Full Time,"Excel, SQL, Tableau"
10278,Rahul Joshi,Finance,Risk Analyst,Kolkata,676025,0.5,21,Active,Needs Improvement,6,2015,Dev Rao,Contract,"Machine Learning, Python, Scikit-learn"
10279,Riya Desai,Finance,FP&A Analyst,Hyderabad,555187,6.2,51,Notice Period,Good,8,2014,Pooja Shah,Contract,"Java, Spring Boot, SQL"
10280,Karan Joshi,Finance,Financial Analyst,Pune,662579,14.9,38,Active,Good,5,2012,Pooja Patel,Full Time,"Python, PySpark, AWS"
10281,Aditi Kulkarni,Analytics,Data Analyst,Gurugram,2057733,7.1,41,Active,Needs Improvement,7,2022,Priya Singh,Full Time,"Python, SQL, Pandas"
10282,Riya Singh,Finance,Finance Manager,Delhi,999223,13.3,36,Active,Excellent,1,2022,Naina Iyer,Contract,"Python, SQL, Pandas"
10283,Pooja Khan,Finance,FP&A Analyst,Pune,1758490,9.7,29,Active,Very Good,2,2011,Harsh Iyer,Full Time,"Data Governance, SQL, Collibra"
10284,Manish Singh,Data Engineering,Data Engineer,Mumbai,1286188,3.6,35,Active,Excellent,5,2012,Isha Singh,Full Time,"Risk Analysis, Excel, SQL"
10285,Varun Gupta,Data Engineering,Senior Data Engineer,Bengaluru,526104,1.5,25,Notice Period,Meets Expectations,5,2020,Kabir Joshi,Contract,"LLM, RAG, LangChain, Python"
10286,Vikram Iyer,Operations,Operations Manager,Chennai,1116207,10.3,32,On Leave,Very Good,4,2015,Siddharth Gupta,Full Time,"Excel, SQL, Tableau"
10287,Aarav Iyer,Analytics,BI Analyst,Delhi,1766174,7.6,45,Active,Very Good,4,2013,Arjun Kulkarni,Full Time,"LLM, RAG, LangChain, Python"
10288,Karan Kulkarni,Operations,Operations Manager,Bengaluru,1108914,4.9,32,On Leave,Needs Improvement,4,2020,Shreya Mehta,Contract,"AWS, Docker, Kubernetes"
10289,Sneha Desai,Operations,Program Coordinator,Noida,1166918,6.2,31,Active,Excellent,5,2019,Riya Khan,Contract,"Python, PySpark, AWS"
10290,Nikhil Gupta,Cybersecurity,IAM Analyst,Kolkata,1425036,12.2,21,Active,Meets Expectations,3,2012,Dev Joshi,Full Time,"Excel, SQL, Tableau"
10291,Karan Shah,Marketing,Marketing Analyst,Hyderabad,1321247,1.9,25,Notice Period,Very Good,4,2014,Varun Sharma,Full Time,"Machine Learning, Python, Scikit-learn"
10292,Sneha Kulkarni,Finance,FP&A Analyst,Chennai,1162965,11.4,43,Active,Very Good,7,2025,Aditya Joshi,Contract,"Risk Analysis, Excel, SQL"
10293,Manish Joshi,Finance,Finance Manager,Ahmedabad,698078,6.0,40,Active,Needs Improvement,1,2012,Harsh Sharma,Full Time,"Machine Learning, Python, Scikit-learn"
10294,Yash Rao,Operations,Program Coordinator,Noida,1578552,9.6,52,Active,Needs Improvement,4,2016,Priya Nair,Contract,"Risk Analysis, Excel, SQL"
10295,Shreya Singh,Technology,AI Engineer,Hyderabad,1981214,13.0,45,Active,Meets Expectations,3,2017,Sneha Singh,Full Time,"Excel, SQL, Tableau"
10296,Vikram Kapoor,Sales,Account Executive,Ahmedabad,1157623,5.8,49,Notice Period,Needs Improvement,4,2023,Sneha Khan,Contract,"Machine Learning, Python, Scikit-learn"
10297,Nikhil Iyer,Product,Associate Product Manager,Noida,880001,14.4,35,Notice Period,Needs Improvement,1,2020,Nikhil Nair,Contract,"Python, SQL, Pandas"
10298,Riya Verma,Human Resources,HR Analyst,Mumbai,807907,10.4,23,Active,Excellent,3,2020,Arjun Sharma,Full Time,"LLM, RAG, LangChain, Python"
10299,Tanvi Nair,Sales,Sales Analyst,Ahmedabad,2150305,11.5,33,Active,Meets Expectations,8,2024,Shreya Rao,Full Time,"LLM, RAG, LangChain, Python"
10300,Dev Shah,Cybersecurity,IAM Analyst,Delhi,996983,10.5,26,Active,Excellent,8,2017,Tanvi Sharma,Full Time,"Risk Analysis, Excel, SQL"
10301,Meera Desai,Analytics,Senior Data Analyst,Pune,1634344,5.0,26,Active,Meets Expectations,5,2024,Yash Shah,Full Time,"Python, SQL, Pandas"
10302,Isha Kapoor,Analytics,BI Analyst,Bengaluru,588856,12.5,40,Active,Needs Improvement,5,2025,Pooja Gupta,Full Time,"Python, PySpark, AWS"
10303,Maya Kulkarni,Analytics,Business Analyst,Gurugram,2380109,7.1,28,Active,Very Good,2,2017,Siddharth Mehta,Full Time,"Machine Learning, Python, Scikit-learn"
10304,Arjun Nair,Data Engineering,ETL Developer,Noida,1201629,14.5,38,Notice Period,Good,7,2018,Varun Sharma,Full Time,"Java, Spring Boot, SQL"
10305,Siddharth Khan,Technology,AI Engineer,Hyderabad,1679736,4.4,50,Notice Period,Good,4,2015,Neha Nair,Contract,"Excel, SQL, Tableau"
